
140	Reflections of Trinity	Recovery & Redistribution		Local Support: Saturday Food Distribution: Reflections of Trinity serves grocery baskets to those in need every Saturday from 8:30 am � 12 noon. Clients receive approximately 80lbs of groceries from every food group, designed to last 7 + days. Senior Bridge Program: Reflections of Trinity provides a pantry delivery service of groceries to seniors in Eight Housing Urban Development (HUD) Projects serving three counties (Cobb, Paulding, Fulton). Seniors receive a nutritious box of groceries designed to last 7+ days. Student Backpack Program: 300 at-risk Students from Fountain Elementary School in Clayton County receive a weekly grocery bag of food and snacks to cover weekend meals.			4037 Austell Powder Springs Rd, Powder Springs, GA 30127	Nonprofit				1					https://reflectionsoftrinity.org/wp-content/uploads/2021/07/reflections1.png		1				https://reflectionsoftrinity.org/
141	Clarkston International Garden + Columbia Theological Seminary	Farm / Producer				Community Garden						1							1				
142	YG Movement Urban Farm	Farm / Producer		We are a youth-led, community-rooted nonprofit creating equitable pathways for youth to thrive through holistic wellness, anti-violence initiatives, sustainable agriculture, and entrepreneurship. We believe wellness is wealth.		Community Garden		Nonprofit				1							1				https://ygmovement.org/
143	Stop Think Chew	Consumption & Retail										1							1				
144	Community Foodscapes	Supporting Resources & Services		Community Foodscapes is an edible landscaping company in Atlanta, helping people grow food and restore native habitats. They offer landscape design, garden installation, rainwater drainage, and restoration services.		Consulting / Design | Technical Assistance | Urban Agriculture	848 Oglethorpe Ave SW, Atlanta, Georgia 30310, US	For-Profit	(470) 600-2636		2015	2				Not in Georgia	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3axfATdRs1QtmGtv9l6ywS4F0bAfAkznlYA&s		2				https://communityfoodscapes.org/
145	Caring for Others Inc	Recovery & Redistribution		Caring For Others continues to offer hope to the least of these and, most importantly, give a voice to the faces of poverty. This includes those who have been marginalized and remain invisible to society.		Food Pantry	3537 Browns Mill Rd SE, Ste 2, Atlanta, GA 30354	Nonprofit			2001	1					https://caring4others.org/wp-content/uploads/2021/05/CaringForOthers_logo_white_header.png		1				https://caring4others.org/
146	Piedmont Park Green Market	Consumption & Retail				Farmers Markets & Cooperatives	1071 Piedmont Ave Ne, Atlanta, GA 30309		(404) 875-7275			11				NE Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo_dhc4ymxmeF0QGEvPVOzZclB13aeCTC8xw&s		11				https://piedmontpark.org/green-market/
147	N�dair	Consumption & Retail		At N�dair, chef and restaurateur Kevin Gillespie draws inspiration from years of cooking in Atlanta, the Pacific Northwest, and his time spent with family in New England, Scotland and in the American South. Featuring refined, reimagined Scottish dishes and the bold flavors of woodfire cooking Gillespie is known for, N�dair offers a three-course, price fixed menu, each course has multiple options to choose from. Authenticity, intentionality, sustainability and excellence are the guiding principles of the restaurant, which is set on the edge of Zonolite Park, a beautiful and quiet trail with gardens and streams. Awarded Snail of Approval from Slow Food Atlanta (2025).			1123 Zonolite Road Northeast #15 Atlanta, GA 30306	For-Profit	Phone: (404)-941-7254 Email: Peopleincharge@nadairatl.com			1				General Atlanta	https://nadairatl.com/		1				https://static.spotapps.co/website_images/ab_websites/248659_website_v1/fav.png
148	Center Helping Obesity in Children End Successfully Inc.	Recovery & Redistribution		At C.H.O.I.C.E.S, we are dedicated to serving the needs of children and families of Georgia. We believe that every interaction matters, every question is important, and every concern deserves our attention.		Food Pantry	125 Ellis St NE, Atlanta, GA 30303	Nonprofit	Call Us +1-678-819-3663 Email Us info@choicesforkids.org			1	BIPOC-Owned | Woman-Owned				https://choicesforkids.org/wp-content/uploads/2023/08/cropped-Transparent-File-3-1536x316.png		1				http://www.choicesforkids.org
149	Bridging the Gap	Recovery & Redistribution		Bridging the Gap is a nonprofit in Newnan, Georgia, providing food and resources to families in need. Together with our volunteers and partners, we�re working to end hunger and build a stronger community.			19 1st Ave Newnan, Newnan, Georgia 30263	Nonprofit				1					https://btgcommunity.org/wp-content/uploads/2025/08/logo-white-updated-2048x1170.png		1				https://btgcommunity.org/
150	Bellwood Coffee	Consumption & Retail										1							1				
151	Friends of the Atlanta Urban Food Forest	Recovery & Redistribution		The Friends� primary goal is to improve the health, safety, job opportunities, and sustainability of the community, helping to eliminate hunger and empower families to become self-sufficient. Our programs are intergenerational, serving the whole family through programs for parents and children, and creating opportunities for seniors in the community to work with groups of all ages to share knowledge and serve each other and serve the whole family. The Friends� unique and innovative program will increase food access to youth, develop their character, and build both job and life skills. Our program will cultivate leadership in youth through practical experiences in cultural education, sustainable agriculture, entrepreneurship, and holistic health. Participants will receive training in conservation, green infrastructure, watershed management, environmental justice, urban agriculture, & team building.			2107 Forrest Park Road SE, Atlanta, GA 30315					1							1				
152	Margie's House	Recovery & Redistribution						Nonprofit				0							0				
153	aGROWKulture	Farm / Producer		At aGROWKulture, we grow a diverse range of fresh fruits and vegetables and produce Kendall's Beelicious Honey. Our farm also offers unique educational programs, including school tours and farm animal experiences, designed to connect people with nature and the food cycle.		Urban Agriculture | Consulting / Design | Education Outreach	2925 Fairburn Rd SW, Atlanta, GA 30331	For-Profit			2020	5				SW Atlanta	https://static.wixstatic.com/media/ebaa11_40a72bba58e0437e9da8e52753ee5535~mv2.png/v1/fill/w_224,h_225,al_c,q_85,enc_avif,quality_auto/agrowkulture%20logo.png		5				https://www.agrowkulture.com/
154	Fleur + Forage, LLC	Supporting Resources & Services		Fleur + Forage, LLC was founded by Marie-Lies Van Asten, a community herbalist in Atlanta, GA. Her community clinic was created to offer herbal consultations on a sliding scale basis. The clinic is located right outside of Avondale Estates at the Fleur + Forage Herbal Studio. Marie-Lies is also a Pranic Healer, an artisan distiller of botanicals and a flower essence practitioner. She offers a 12 month long apprenticeship program for herbalists interested in making the herbal preparations for the Fleur and Forage Free Clinic, the non-profit arm to her LLC, which focuses on providing free herbal care to those experiencing homelessness. She also offers a training once or twice a year for herbalists interested in volunteering at the herbal clinics throughout town. She leads plant rambles at each change of season to connect folks with their environment. Marie-Lies also runs the Fleur and Forage Free Clinic, the non-profit arm to her LLC, which focuses on providing free herbal care to those experiencing homelessness.		Herbalism | Education Outreach | Nutrition, Health, & Wellness	NA	For-Profit	ml@fleurandforage.com		2022	2	Woman-Owned						2				
155	Grady Hospital	Recovery & Redistribution					10 Park Place South SE, Atlanta, GA 30303					6							6				
156	Dekalb County Cooperative Extension	Public & Education Sector		The University of Georgia (UGA) Exension office operates through a unique partnership with local county governments, the state of Georgia and the U.S. Department of Agriculture. We translate the science of everyday living for farmers, families, and communities to foster a healthy and prosperous DeKalb county.		Education Outreach		Government				1							1				https://extension.uga.edu/county-offices/dekalb.html
157	Awali Resource Center	Farm / Producer		The Awali Resource Center (Awali for short) is a five-acre veganic homestead and education center situated near Stone Mountain in the Atlanta metro area. It is the headquarters and main kitchen for MaituFoods and a Grow Where You Are Site. Awali houses an organic seed library, wellness space, greenhouse, training kitchen, and veganic farm. Its function and development serve as a living laboratory and sustainable prototype of suburban green spaces and sanctuaries. The Center hosts veganic agricultural workshops, community feasts, training farm and kitchen and an organic seed library. Awali is an East African word meaning �the source.� The source is the origin, the point from which everything flows. Pulling from a source of potential, we find ways to create and generate abundance. Even in dire times, our collective fosters cooperation, creativity, inspiration, and motivation. Our flagship veganic homestead educates families, supports the animals and nurtures vegan enterprise. Everything is connected, so to serve any part of the Earth potentially serves all. Through Awali, we serve by creating experiential education events and programs. We give space to the vision by doing the work. Our mission is to create empowered, food-secure communities through the advancement of plant-based food systems and creative learning experiences in natural environments.		Education Outreach | Training	6099 Patillo Way Lithonia, GA 30058	For-Profit			2020	7				General Georgia	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN8QKQiMk2gDf8mE0xZEez0Ssg60Jj_bM5Dw&s		7				https://www.awali.org/
158	Mariposas Rebeldes	Farm / Producer		Mariposas Rebeldes provides resources and opportunities to practice gardening, ecology, and food autonomy for QTIPOC (queer trans and intersex people of color) in our community. We live and work on unceded Muscogee (Creek) land, primarily in Southeast Atlanta.		Urban Agriculture | Community Garden | Education Outreach	3241 Jonesboro Rd SE, Atlanta, GA 30354	Nonprofit	events.mariposas.rebeldes@protonmail.com		2019	2				NE Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSh8TSprJbXBcy5ViwIdjMHLDuZHMsXsy5_KA&s		2				https://mariposasrebeldes.org/
159	City of Refuge	Recovery & Redistribution		Through supportive services fueled by innovation and collaboration with our on-site partners, City of Refuge seeks to lead individuals and families on an uninterrupted journey to self-sufficiency. We do that by focusing on four key impact areas outlined below: Health & Wellness, Housing, Job Training, and Youth Development. COR Kitchen - Prepares and serves three hot and healthy meals per day, every day, for residents, employees, and guests.				Nonprofit				2					https://images.squarespace-cdn.com/content/v1/645d07eef735e47a5fe5030e/15b5298a-c8fb-4491-ad8d-bfa14962fccc/City+of+Refuge+Logo_1.png?format=1500w		2				https://www.cityofrefugeatl.org/
160	St Martins Episcopal Church DBA Suthers Center	Recovery & Redistribution		For over ten years, the Suthers Center has served those in need of food and emergency funds. Originally it was supported primarily by the sales revenue from a Suthers run thrift store which was closed during the COVID pandemic. Now the Center receives support from three partner churches (listed below), fund raising events, community organizations, schools, individuals, and donations given as memorials. Suthers serves over 4,000 families and individuals annually, more than 200,000 pounds of food.		Food Pantry	3110 Ashford Dunwoody Rd NE, Atlanta, GA 30319	Faith-Based				2							2				https://www.sutherscenter.org/
161	Church of Atlanta Lighthouse	Recovery & Redistribution		Our goal is to provide resources that will supplement a family nutritional needs. We are committed to serving all individuals who are in need.		Food Pantry	1380 Boulevard SE, Atlanta, GA 30315	Faith-Based	spirescoal@gmail.com			1					http://www.churchofatlantalighthouse.org/bishop_seal_sm.jpg		1				http://www.churchofatlantalighthouse.org/
162	Enough to Share	Recovery & Redistribution		Provided in the Enough to Share Food Pantry are healthy, clean and pure food items just for you. Kind volunteers bag and distribute these items. We are here to serve!!		Food Pantry	560 Fayetteville Rd SE, Atlanta, GA 30316		rashidrashad67@gmail.com			1					https://static.wixstatic.com/media/73a86c_b7aef116061e493f88870a85ab123b2b~mv2_d_2048_2048_s_2.png/v1/crop/x_4,y_688,w_1843,h_680/fill/w_564,h_202,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/E2S_Logo_3.png		1				http://www.enough-to-share.com
163	Emory University Department of Environmnetal Sciences	Public & Education Sector		The Department of Environmental Sciences (ENVS) at Emory University is dedicated to addressing the complex and dynamic interactions among people and their environment through interdisciplinary natural and social science perspectives. Our research, teaching, service, and partnerships aim to advance positive environmental and social outcomes in sustainable futures, planetary health, and global environmental change, at local, regional, national, and global scales.		Research | Urban Agriculture	400 Dowman Drive 5th floor, Math & Science Center Atlanta, Georgia 30322	University	Phone: 404-727-4216			1				NE Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy4yKnC47Xpa9e48QIha4kHkzGiT3o59fWFA&s		1				https://envs.emory.edu/
164	Total Victory Worship	Recovery & Redistribution				Food Pantry	1320 Rockcut Rd, Forest Park, GA 30297	Faith-Based	(404) 696-3601			1							1				https://www.tvwcatl.com/
165	Diamond Hill Food Co-op	Consumption & Retail		Diamond Hill is a groundbreaking partnership between Clark Atlanta University, Direct Invest Development, and Atlanta Westside Communities. Our mission is to bring restorative human settlements to Atlanta�s Westside. Part of this is a neighborhood food co-op. In 2025, a produce buying club was started as a precursor to what is hoped to be a community-owned cooperative.		Farmers Markets & Cooperatives					2024					SW Atlanta	https://cdn.prod.website-files.com/6647456b87f1f1f9c3b58238/66474c6ef0c274ccd28577de_diamondhillfoodcoop-p-500.png						https://www.diamondhillfoodcoop.com/
166	The Grocery Spot	Recovery & Redistribution		Established in 2021, our community-funded and supported free grocery store strives to provide equitable access to fresh, nutritious food for our neighbors.			2615 Donald Lee Hollowell Pkwy NW Atlanta, GA 30318	Nonprofit	404-969-2320 hello@thegroceryspot.org		2021					NW Atlanta	https://thegroceryspot.org/wp-content/uploads/2023/09/tgslogo.png						https://thegroceryspot.org/
167	Bagel Rescue	Recovery & Redistribution		Bagel Rescue is a 501c3 non-profit organization supporting hunger relief by connecting restaurants with excess food�specifically bagels and baked goods�to neighbors in need. What started as one small pickup in Atlanta has grown to over 60 neighborhoods in 12 counties in the metro area and it has expanded into new cities across the Southeast. Through generous donations from local bakeries, volunteers deliver bagels to food pantries, shelters, feeding programs, and community outreach efforts. Our goal is to reduce food waste and support hunger relief, one bagel at a time.					bagelrescueteam@gmail.com		2020	2	Woman-Owned				https://www.bagelrescue.com/		2				https://www.bagelrescue.com/
168	M. Agnes Jones Elementary School	Recovery & Redistribution		From Pre-K to 5th grade, we develop strong literacy and numeracy foundations, foster curiosity through hands-on STEAM instruction, and nurture critical thinking, a growth mindset, and a commitment to excellence.		Food Pantry	1040 Fair St SW, Atlanta, GA 30314	School	404-802-3900 404-802-9487			1					https://resources.finalsite.net/images/f_auto,q_auto/v1741276412/atlantapublicschoolsus/ggdxm3wplxupklhrejmk/MAJones_logo_sm.png		1				https://agnesjones.atlantapublicschools.us/
169	100% Artisan Foods	Consumption & Retail										1							1				
170	Grateful Roots Gardens	Farm / Producer					Talking Rock, GA 30175	For-Profit	gratefulrootsgardens@gmail.com			1			Fruit & Vegetable | Value-Added Products		https://gratefulrootsgardens.com/wp-content/uploads/2025/07/cropped-Copy-of-Grateful-Roots-Gardens-180x180.png		1				https://gratefulrootsgardens.com/
171	Regenerative Social Finance	Supporting Resources & Services		RSF is an impact-first financial services organization revolutionizing the meaning of money. Since 1984, we�ve innovated finance tools and invested in healthier food systems, whole-child education, cleaner climates, stronger communities, and more. We nurture a living system of investors, donors, and social enterprise leaders who use capital differently than the crowd. By offering investment notes, donor-advised funds, and loans to mission-driven organizations, we mobilize money toward positive change that can be felt today, tomorrow, and on the horizon. RSF envisions a world where all people have the power to use their money to regenerate people, communities, and the planet. We hope you�ll join us in making that vision a reality.		Funding	P.O. BOX 2007, SAN FRANCISCO, CA 94126	Nonprofit	Phone: 415-561-3900		1984	2				Not in Georgia	https://rsfsocialfinance.org/wp-content/uploads/2025/08/RSF-Logo-for-Featured-Images.jpg		2				https://rsfsocialfinance.org/
172	Micro Munch	Farm / Producer		Our farm, Micro Munch, is a small "direct to community" farm that offers quick home deliveries anywhere in Atlanta� We specialize in growing 4 varieties of nutrient-dense microgreens				For-Profit	(404) 777-5827			1			Fruit & Vegetable		https://images.leadconnectorhq.com/image/f_webp/q_80/r_768/u_https://assets.cdn.filesafe.space/AHvdZ4R9kdMZWvVJyhB0/media/6511b6f617179d228a0d4f77.webp		1				https://eatmicromunch.com/
173	Gateway Center	Recovery & Redistribution		We are a homeless service center that connects with the community and meets our guests where they are as we walk alongside each individual on their journey towards self-sufficiency.			236 Peachtree Street SW, Atlanta, GA 30303	Nonprofit				2					https://gatewayctr.wpenginepowered.com/wp-content/uploads/2021/08/Header-logo.svg		2				https://www.gatewayctr.org/programs-and-services-2/
174	Firelight Coffee Roasters	Consumption & Retail										1							1				
175	Panther's Pantry	Recovery & Redistribution				Food Pantry											https://scontent-atl3-3.xx.fbcdn.net/v/t39.30808-6/298700380_429152995909559_324588079371749502_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=1d70fc&_nc_ohc=lTSARm-aTNIQ7kNvwFXECxx&_nc_oc=AdpLecXeESj1dyU_MI9-aO01MvZAjPFJj-q2iwlxCu5-tfbHp0TELM5Up8OjQf5oUsbQmre-OwO13zfs9RAwbPuI&_nc_zt=23&_nc_ht=scontent-atl3-3.xx&_nc_gid=1ggnMLYwFdTFBQ4A-UjUtA&_nc_ss=7b2a8&oh=00_Af19Up6yJ1QkXqkUZlaLPlz26c-xcuHhZGyLMznvbK-jNA&oe=69F8003F						
176	Food2Life - Rescue Food Foundation	Recovery & Redistribution		Food2Life Foundation is a non-profit dedicated to rescuing food and fighting food insecurities in GA. Food2Life takes diverted food and distributes it in bulk to organizations that feed the "food challenged" people in their local community.			1900 Second Avenue, Suite C, Decatur, GA, United States, Georgia	Nonprofit	food2lifefoundation@gmail.com		2020	0				Atlanta Suburb	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhwkvzKWilRUi_YoQm8T5iErtHdX229cCLfw&s		0	Rescuing Food and Changing Lives			
177	At-Promise Youth Center	Supporting Resources & Services		Launched in 2017 by the Atlanta Police Foundation (APF), the @Promise Center was created to address rising youth crime rates and provide young people ages 12-24 with the resources to eliminate barriers and build promising futures. While recidivism rates among justice-involved youth are influenced by external factors such as family socioeconomic status, neighborhood crime levels, negative peer influences, and behavioral health challenges, the @Promise program tackles these challenges head-on by establishing safe spaces and offering comprehensive support services. Through programs like academic support, workforce development, mental health counseling, career coaching, conflict resolution, and life skills training, the @Promise program has become a cornerstone of positive youth development in Atlanta. Thanks to strategic partnerships and community involvement, the program has expanded citywide, with multiple centers serving over 1,000 youth annually.			740 Cameron Madison Alexander Blvd NW, Atlanta, Georgia 30318					2					https://cdn-ilecoag.nitrocdn.com/LrXEvjajynbSIdLcENDuvglhEzyueEFT/assets/images/optimized/rev-3dc95d9/atpromisecenters.org/wp-content/uploads/2024/10/Untitled-1-1.png		2				https://atpromisecenters.org/about-us/
178	Georgia Agribusiness Council	Public & Education Sector		Our mission is to advance the business of agriculture. We provide weekly reports during session and monthly updates throughout the year to keep our members well informed. through economic development, environmental stewardship and education.			1655 South Elm Street P.O. Box 119 Commerce, GA 30529	Nonprofit	(706) 336-6830			1							1				https://www.ga-agribusiness.org/
179	Grant Park Farmers Market	Consumption & Retail		Part of CFM		Farmers Markets & Cooperatives	1030 Grant St SE, Atlanta, GA 30315		(404) 919-3619			18				SE Atlanta	https://cfmatl.org/wp-content/uploads/2021/04/Grant-Park-FM-Logo-Web-High.png		18				https://cfmatl.org/grantpark/
180	Georgia Peach Truck	Consumption & Retail		The Georgia Peach Truck is a mobile market that brings fresh, ripe Georgia peaches to communities across the country. The Georgia Peach Truck was created to provide a simple, sweet experience of bringing fresh, seasonal Georgia peaches directly to our customers. Our story is simple and sweet: a big yellow truck, a simple idea, and a whole lotta love. We believe that the best peaches are those that are picked and enjoyed at the peak of their season. We also sell a variety of other Georgia-grown products like pecans and peanuts.					info@georgiapeachtruck.com		2010	6			Fruit & Vegetable		https://georgiagrown.com/wp-content/uploads/2020/06/logo_cc262622a9760b7cb705ee13654ef56027961a8db05cb291.png		6				https://georgiapeachtruck.com/
181	St. Thomas Aquinas Giving Garden and Orchard	Farm / Producer				Community Garden						1							1				
182	The Daily by Butcher & Bee	Consumption & Retail										1							1				
183	4-H Garden Club	Supporting Resources & Services		The Carroll County 4-H Gardeners is a program for children ages 7-12 interested in gardening. We do a variety of activities including planting herbs and vegetables, identifying types of seeds, analyzing soil, discovering and planning for pollinators, and learning about the plants in the Buffalo Creek Garden. We meet on the second Monday of each month from Sept. - May from 4:00-5:30.		Community Garden | Education Outreach	Clayton County, GA		7708368546			2							2				
184	Black Sustainability Inc.	Supporting Resources & Services		We envision a world that honors Afrikan ancestral wisdom and ingenuity to restore the well-being of our planet and generations to come. Our mission is to mobilize sustainability practitioners of Afrikan descent to (re)build sustainable communities and economies that will restore balance to our planet. By creating a global network of Afrikan sustainability practitioners to exchange knowledge, our members can develop best practices and apply sustainable solutions to environmental issues across impacted Black communities. Our global network, with nearly 2500 members, offers members a space to connect with one another, collaborate on impactful projects, and create change through knowledge sharing and collective action. This includes our Annual Black Sustainability Summit, which connects sustainability practitioners across the globe, and out Black Sustainability Institute, an online learning platform of specialized green courses. Our RBG Impact Fund reinvests a portion of membership dues into member projects. Finally, we run educational workshops with members to share knowledge. Our focus includes everything from sustainable agriculture and alternative energy to environmental justice and alternative economics.		Education Outreach | Research | Training | Funding	352 University Avenue SW, Atlanta, GA	For-Profit | Network	Phone: (678) 805-7063 Email: info@blacksustainability.org			6	BIPOC-Owned			SW Atlanta	https://static.wixstatic.com/media/798e89_20aec0478ee741668cbb83951d968135~mv2.png/v1/fill/w_426,h_138,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/black-sustainability-logo-with-words-2.png		6				https://www.blacksustainability.org/
185	The Soy Shop	Consumption & Retail										1							1				
186	West Atlanta Watershed Alliance	Supporting Resources & Services		The West Atlanta Watershed Alliance (WAWA) is a community-based non-profit the aims to protect and restore the community's natural resources. They represent African American neighborhoods in West Atlanta that are faced with environmental stressors. WAWA also operates the Outdoor Activity Center and co-stewards the nearby Cascase Springs Nature Preserve and Lionel Hampton Beecher Park.		Education Outreach | Advocacy	1442 Richland Rd SW, Atlanta, GA 30310	Nonprofit	(404) 752-5385		1995	8				SW Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZxyBhbcp4zu3SEaGLkEgoi28Enl6tGq3DYw&s		8				https://www.wawa-online.org/
187	Carolina Ground	Processing & Food Products		A boutique flour mill in Western North Carolina. We offer a range of locally-grown and ground pastry, bread, and rye flour�as well as select whole grains�but Carolina Ground is more than just our mill. We are a network of organic farmers, bakers, and millers invested in sustainable food systems. We cold stone mill our grains in Western North Carolina for a regionally distinct flour that reflects our commitment to local excellence. For lovers of good bread, this means better bread. And for the farmer and baker, it means a tangible level of security and sustainability.			1237 Shipp St, Hendersonville, NC 28791		carolinagroundinfo@gmail.com			1			Organic/CNG	Not in Georgia	https://images.squarespace-cdn.com/content/v1/50f71f63e4b09e4ad0220969/bae47b3c-1472-4831-875d-481156f03390/CGOGlogowhite.png?format=500w		1				https://carolinaground.com/
188	Wholesome Wave Georgia	Supporting Resources & Services		Wholesome Wave Georgia is a Georgia-based organization with a mission to make fresh, healthy, locally-grown produce affordable and available to all Georgians. We steward a network of farmers, neighbors, and community partners who believe affordable access to fresh, healthy, locally-grown food creates a more inclusive, nourishing, and loving food system in which everyone prospers. Our programs include: >> SNAP Application Assistance: Wholesome Wave Georgia�s SNAP Connection program team provides free assistance for the Supplemental Nutrition Assistance Program or SNAP (food stamps)). >> Fresh for Less: Wholesome Wave Georgia matches SNAP/EBT dollars � dollar for dollar � at participating markets and retailers for locally grown produce. When you spend $10, you get $10 for FREE to spend on healthy fruits and vegetables. >> Produce Prescriptions: Wholesome Wave Georgia (WWG) uses produce prescription (PPR) as part of our Food for Health program model to reduce chronic health risks that are associated with food insecurity. >> Community Outreach		Funding | Nutrition, Health, & Wellness | Advocacy	352 University Ave SW Suite S-102 Atlanta, GA 30310	Nonprofit	(404) 551-5996		2009	29				General Georgia	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBh3RUVrFeOR9WuzIeEIVhbEyGoQvDiFSBDw&s		29				https://wholesomewavegeorgia.org/
189	Paideia School	Public & Education Sector		For 50-plus years, Paideia has been a transformational � and joyful � place for Atlanta�s children to receive a personalized education of heart and mind � challenging themselves as they learn from passionate faculty, in a supportive community, and go on to lives and careers of consequence. Paideia offers the area�s leading progressive education for students ages three to 12th grade with Half Day, Elementary, Junior High and High School programs. It starts with innovative teachers who model for students the sweet dividends of being lifelong learners.		Education Outreach | Youth Programs | Urban Agriculture	1509 S Ponce De Leon Ave NE, Atlanta, GA 30307					2				SE Atlanta	https://resources.finalsite.net/images/v1742213342/paideia/g0bgtkuyzgn0yryi38sc/header-logo-colored.svg		2				https://www.paideiaschool.org/
190	Feeding GA Families	Recovery & Redistribution		Feeding Georgia Families (FGF) is a nonprofit organization dedicated to eradicating hunger and fostering self-reliance among the most vulnerable communities across Georgia. We believe that access to wholesome food is a fundamental right, not a privilege, and strive to make this a reality for all, regardless of their socioeconomic status. Our mission is twofold: to provide immediate access to nutritious food and to empower individuals and families with the education and resources they need for long-term stability. ?FGF has expanded our operations to serve not just urban areas but also the rural and often neglected corners of Georgia. We've launched innovative programs like mobile food pantries, which reach underserved communities, and collaborations with local farmers to provide fresh, locally-sourced produce to those we serve.		Nutrition, Health, & Wellness	2514 W POINT AVE, ATLANTA, GA 30337	Nonprofit	feedinggafamilies @ gmail.com Tel: 678-223-3663		2010	1				General Atlanta	https://static.wixstatic.com/media/ef5011_f0bd9bb8f416497682e299710a3f9d33~mv2.gif		1				https://www.feedinggafamilies.org/
191	Atlanta Ronald McDonald House Charities	Recovery & Redistribution		We provide support to families who are caring for their sick or injured child.			Arthur M. Blank Hospital, 795 Gatewood Road, NE, Atlanta, GA 30342	Nonprofit			1979	2					https://ronaldmcdonaldhouseatl.org/wp-content/uploads/RMH-Atlanta-Logo-2025-500.png		2				https://ronaldmcdonaldhouseatl.org/
192	Advanced Technology Development Center	Supporting Resources & Services		ATDC has been the startup garage to dozens of early-stage science and technology-based companies - among the most renowned and transformative companies ever to be born in the Southeast. The founders we support are visionary, determined, and diverse; sometimes establishing a presence in Georgia just to be eligible for ATDC membership. Made possible by a unique public-private collaborative model between Georgia Tech and corporate sponsors, ATDC delivers expert coaching, curriculum, community, and connections to our portfolio members. For 44 years, we've guided nascent startups into becoming fledgling, viable companies contributing to the Georgia, national, and global economy. ATDC supports a variety of industries in the tech space. They specifically run a Sustainability Tech Program, which champions Georgia�s emerging sustainability and climate technology startups. This is run by Jennifer Singh (jennifer.singh@atdc.org).		Technical Assistance	75 5th Street NW, Suite 2000 Atlanta, GA 30308	University	Contact form here: https://portal.atdc.org/s/form?id=a0S5e000001durB		1980	1				NW Atlanta	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoXnpysFubX1YMKvlBveHy5dACisW_a9IQeg&s		1				https://atdc.org/
193	Georgia Proud Provisions and Pearson Farm	Farm / Producer		We are a company that provides the best of Georgia Grown products in the Southeast. Our mission is to connect small and medium-sized farms with a wider network of grocery stores, restaurants, and consumers. We are a family-owned business that is passionate about supporting local agriculture and providing our customers with high-quality, responsibly grown food.			322 Patterson Ave, Scottdale, GA 30079		Phone: (888) 423-7374 Email: short@pearsonfarm.com		1885	9			Fruit & Vegetable	General Georgia	https://media.marketspread.com/storage/201e2d35-6134-4915-a5e2-af710fc5b769.apng		9				https://pearsonfarm.com/
194	Reaching Out 4 You, Inc.	Recovery & Redistribution		Many low income and homeless people are unaware of the resources available for them So we design programs for them to get knowledge about there health,education and job training skills. So they will feel positive about starting and maintaining their new life. our causes are Proverty,Health&Welfare,Drug Addiction,Education,Fitness and Community Awareness		Food Pantry	1868 Washington Road, East Point, GA 30344		404-889-4940			1					https://image.jimcdn.com/cdn-cgi/image/width=1840%2Cheight=10000%2Cfit=contain%2Cformat=jpg%2C/app/cms/storage/image/path/s30ce7024b3c71b1f/image/i395b6b25beddc845/version/1549309052/image.jpg		1				https://reachingout4youinc.jimdofree.com/
195	Bey Family Farms	Farm / Producer		Bey Family Farms is a family-operated farm that offers a wide variety of products to the community, including fruits, vegetables, eggs, and meat. Our mission is to connect families with their farming heritage and the origins of their food. We believe that food should be a source of community and connection.		Agrotourism	750 Sawmill Rd, Demorest, GA 30535		(937) 901-6174			3	BIPOC-Owned		Fruit & Vegetable	General Georgia	https://images.squarespace-cdn.com/content/v1/66d089e35efb15111d5bceb5/09a53eb9-7a3b-40d4-9795-716e2cfb64e7/Untitled+design.png?format=1500w		3				https://www.beyfamilyfarms.com/
196	Whitehall Terrace Community Garden	Farm / Producer		Whitehall Terrace Community Garden, a cohort of AgLanta "Grows-A-Lot" is a City of Atlanta program that invites entrepreneurs, non-profits, and residents to apply for a 5-year renewable license to adopt a vacant, city-owned property to start a new urban garden or urban farm in Atlanta. The program was launched to ensure that 75% of Atlanta residents are within a half-mile of healthy food by 2020 and develop a resilient food system by 2025.		Community Garden	Whitehall Terrace Community Garden 590 Whitehall Terrace SouthwestAtlanta, GA, 30312United States				2020	3				General Atlanta	https://static1.squarespace.com/static/5810d4f2d482e9e1f1211dfa/59d54ed664b05fea43147c09/622261ffffb1d522c736f136/1646426687043/WhitehallLogo.PNG?format=1500w		3				https://www.aglanta.org/aglanta-calendar/whtcg/gardenglowup-73dp3-dtapb-m4xsn-7adff-c7t2t
